local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,el_outcome,el_failed_ids,el_missing_ids,el_met_ids,el_uncertain_ids,el_evidence_json,el_reason_summary
A015,101186s129380150063z,Analysis of short-term heart rate and diastolic period variability using a refined fuzzy entropy method,Lizhen Ji; Peng Li; Ke Li; Xinpei Wang; Changchun Liu,Lizhen Ji,2015.0,10.1186/s12938-015-0063-z,https://pubmed.ncbi.nlm.nih.gov/26126807,,,BioMedical Engineering OnLine,14,1,,Springer Science and Business Media LLC,en,https://doi.org/10.1186/s12938-015-0063-z,0.9,resolved,openalex,2026-08-16T22:28:36Z,X001,"BACKGROUND: Heart rate variability (HRV) has been widely used in the non-invasive evaluation of cardiovascular function. Recent studies have also attached great importance to the cardiac diastolic period variability (DPV) examination. Short-term variability measurement (e.g., 5 min) has drawn increasing attention in clinical practice, since it is able to provide almost immediate measurement results and enables the real-time monitoring of cardiovascular function. However, it is still a contemporary challenge to robustly estimate the HRV and DPV parameters based on short-term recordings. METHODS: In this study, a refined fuzzy entropy (rFuzzyEn) was developed by substituting a piecewise fuzzy membership function for the Gaussian function in conventional fuzzy entropy (FuzzyEn) measure. Its stability and robustness against additive noise compared with sample entropy (SampEn) and FuzzyEn, were examined by two well-accepted simulation models-the [Formula: see text] noise and the Logistic attractor. The rFuzzyEn was further applied to evaluate clinical short-term (5 min) HRV and DPV of the patients with coronary artery stenosis and healthy volunteers. RESULTS: Simulation results showed smaller fluctuations in the rFuzzyEn than in SampEn and FuzzyEn values when the data length was decreasing. Besides, rFuzzyEn could distinguish the simulation models with different amount of additive noise even when the percentage of additive noise reached 60%, but neither SampEn nor FuzzyEn showed comparable performance. Clinical HRV analysis did not indicate any significant differences between the patients with coronary artery disease and the healthy volunteers in all the three mentioned entropy measures (all p > 0.20). But clinical DPV analysis showed that the patient group had a significantly higher rFuzzyEn (p < 0.01) than the healthy group. However, no or less significant difference was observed between the two groups in either SampEn (p = 0.14) or FuzzyEn (p = 0.05). CONCLUSIONS: Our proposed rFuzzyEn outperformed conventional SampEn and FuzzyEn in terms of both stability and robustness against additive noise, particularly when the data set was relatively short. Analysis of DPV using rFuzzyEn may provide more valuable information to assess the cardiovascular states than the other entropy measures and has a potential for clinical application.",Sample entropy; Heart rate variability; Approximate entropy; Mathematics; Medicine; Statistics; Piecewise; Coronary artery disease; Cardiology; Fuzzy logic; Entropy (arrow of time); Internal medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X001.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A391,10112114987297,Towards the accurate characterization of the shell parameters of microbubbles based on attenuation and sound speed measurements,Amin Jafari Sojahrood; Qian Li; Hossein Haghi; Raffi Karshafian; Tyrone M. Porter; Michael C. Kolios,Amin Jafari Sojahrood,2017.0,10.1121/1.4987297,,,,The Journal of the Acoustical Society of America,141,5_Supplement,3493-3493,Acoustical Society of America (ASA),en,https://doi.org/10.1121/1.4987297,0.9,resolved,openalex,2026-08-16T22:33:34Z,X012,"Measurements of microbubble (MB) shell parameters is a challenging task because of the nonlinear dynamics of MBs. Shell parameter estimations that are typically based on solving linear models will generate inaccurate results, especially at higher pressure excitations. These approaches also often ignore the analysis of sound speed which provides useful information about the bulk modulus of the medium. In addition, the effect of MB-MB interaction is neglected. In this work, the attenuation and sound speed of monodisperse MB populations with mean diameters of 4 to 6 micron and peak concentrations of 1000 to 15000 bubbles/ml are measured for a pressure range of 10 to 100 kPa. The subharmonic pressure threshold of the solution was measured by narrowband excitations spanning from 1 to 4 MHz. The subharmonic generation pressure threshold was used to estimate an initial guess for shell viscosity and surface tension. The experimental results were fitted using numerical simulations of the Marmottant model and our recently developed nonlinear model for attenuation and sound speed. The effect of MB-MB interaction was also implemented using simulations of a lattice of interacting MBs (fitted to the measured sizes of MBs) to take into account the effect of concentration.",Attenuation; Acoustics; Speed of sound; Nonlinear system; Subharmonic; Sound pressure; Materials science; Shell (structure); Mechanics; Nonlinear acoustics; Range (aeronautics); Computational physics,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A392,10112115036108,On amplification of radial oscillations of microbubbles due to bubble-bubble interaction in polydisperse microbubble clusters under ultrasound excitation,Hossein Haghi; Amin Jafari Sojahrood; Michael C. Kolios,Hossein Haghi,2018.0,10.1121/1.5036108,,,,The Journal of the Acoustical Society of America,143,3_Supplement,1862-1862,Acoustical Society of America (ASA),en,https://doi.org/10.1121/1.5036108,0.9,resolved,openalex,2026-08-16T22:33:34Z,X012,"Optimizing the performance of microbubbles (MBs) in applications not only requires a good understanding of the dynamics of individual MBs, but also knowledge of their interactions with each other within polydisperse clusters. However, the behavior of acoustically driven MB clusters is not well understood. Most studies have been limited to cases of a few interacting MBs for a limited range of acoustical parameters. We use a numerical method to simulate the dynamics of clusters of (20–50 MBs) randomly distributed MBs. MBs with the size distribution of 2–8 micron were sonicated with pressures between 1 and 250 kPa, frequencies between 0.5 and 10 MHz and concentrations between 2e3 and 2.5e6 MBs/mL. Bifurcation structures of radial oscillations of each MB within a cluster were studied. Results show that in a polydisperse MB cluster, larger MBs (even in small numbers) can amplify the radial oscillations of smaller MBs. Amplification occurs if the resonance peaks of larger MBs coincide with the resonance peaks of smaller MBs. Additionally, there is an optimum number density at which amplification is maximized. Results suggest that the presence of bigger MBs may enhance the superharmonic oscillations of the smaller MBs which can be applied in superhamonic ultrasound imaging using MBs.",Bubble; Microbubbles; Cluster (spacecraft); Excitation; Resonance (particle physics); Materials science; Acoustics; Range (aeronautics); Ultrasound; Molecular physics; Cavitation; Physics,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A393,101016c20150024315,Programming Massively Parallel Processors,David B. Kirk; Wen‐mei Hwu,David B. Kirk,2017.0,10.1016/c2015-0-02431-5,,,,,,,,Elsevier,en,https://doi.org/10.1016/c2015-0-02431-5,0.9,resolved,openalex,2026-08-16T22:33:34Z,X012,,Massively parallel; Parallel computing; Computer science,False,other,True,True,False,doi,,"{'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'authors': 'openalex', 'first_author': 'openalex'}","{'crossref': 3, 'openalex': 2}","X012.R000 resolved | hits:OA,CR | winner:- | filled:lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A394,101103physreve100022224,Chimera state in complex networks of bistable Hodgkin-Huxley neurons,Andrey Andreev; Nikita Frolov; Alexander N. Pisarchik; Alexander E. Hramov,Andrey Andreev,2019.0,10.1103/physreve.100.022224,https://pubmed.ncbi.nlm.nih.gov/31574636,,,Physical Review E,100,2,,American Physical Society (APS),en,https://doi.org/10.1103/physreve.100.022224,0.9,resolved,openalex,2026-08-16T22:33:35Z,X012,"In this paper we study a chimera state in complex networks of bistable Hodgkin-Huxley neurons with excitatory coupling, which manifests as a termination of spiking activity of a part of interacting neurons. We provide a detailed investigation of this phenomenon in scale-free, small-world, and random networks and show that the chimera state is robust to the network topology. Nevertheless, network topological properties determine the stability of spatiotemporal states and therefore affect the excitability of the chimera state in the whole network. In particular, the scale-free network whose higher degree nodes are more stable to small perturbations is least exposed to chimera formation and exhibits an abrupt transition from a spiking to a silent regime. On the other hand, small-world and random networks are more likely to provide transitions to the chimera state.",Bistability; Chimera (genetics); Hodgkin–Huxley model; Topology (electrical circuits); Physics; Coupling strength; Scale-free network; Complex network; Statistical physics; Network topology; Computer science; Neuroscience,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A395,101016jultsonch2020105067,GPU accelerated study of a dual-frequency driven single bubble in a 6-dimensional parameter space: The active cavitation threshold,Ferenc Hegedűs; Kálmán Klapcsik; Werner Lauterborn; Ulrich Parlitz; Robert Mettin,Ferenc Hegedűs,2020.0,10.1016/j.ultsonch.2020.105067,https://pubmed.ncbi.nlm.nih.gov/32380373,,,Ultrasonics Sonochemistry,67,,105067,Elsevier BV,en,https://doi.org/10.1016/j.ultsonch.2020.105067,0.9,resolved,openalex,2026-08-16T22:33:35Z,X012,,Bubble; RADIUS; Physics; Cavitation; Oscillation (cell signaling); Parameter space; Mechanics; Amplitude; Ordinary differential equation; Atomic physics; Computational physics; Differential equation,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A396,10106315048513,An investigation of the parameter space for a family of dissipative mappings,Juliano A. de Oliveira; Leonardo T. Montero; Diogo Ricardo da Costa; J. A. Méndez‐Bermúdez; Rene O. Medrano-T; Edson D. Leonel,Juliano A. de Oliveira,2019.0,10.1063/1.5048513,https://pubmed.ncbi.nlm.nih.gov/31154780,,,Chaos: An Interdisciplinary Journal of Nonlinear Science,29,5,,AIP Publishing,en,https://doi.org/10.1063/1.5048513,0.9,resolved,openalex,2026-08-16T22:33:36Z,X012,"The parameter plane investigation for a family of two-dimensional, nonlinear, and area contracting map is made. Several dynamical features in the system such as tangent, period-doubling, pitchfork, and cusp bifurcations were found and discussed together with cascades of period-adding, period-doubling, and the Feigeinbaum scenario. The presence of spring and saddle-area structures allow us to conclude that cubic homoclinic tangencies are present in the system. A set of complex sets such as streets with the same periodicity and the period-adding of spring-areas are observed in the parameter space of the mapping.",Homoclinic orbit; Parameter space; Tangent; Period-doubling bifurcation; Saddle; Cusp (singularity); Dissipative system; Period (music); Plane (geometry); Mathematics; Nonlinear system; Space (punctuation),True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A398,1048550arxiv201101740,"Solving large number of non-stiff, low-dimensional ordinary differential equation systems on GPUs and CPUs: performance comparisons of MPGOS, ODEINT and DifferentialEquations.jl",Dániel Nagy; Lambert Plavecz; Ferenc Hegedűs,Dániel Nagy,2020.0,10.48550/arxiv.2011.01740,,,,,,,,,en,,0.9,resolved,openalex,2026-08-16T22:33:37Z,X012,"In this paper, the performance characteristics of different solution techniques and program packages to solve a large number of independent ordinary differential equation systems is examined. The employed hardware are an Intel Core i7-4820K CPU with 30.4 GFLOPS peak double-precision performance per cores and an Nvidia GeForce Titan Black GPU that has a total of 1707 GFLOPS peak double-precision performance. The tested systems (Lorenz equation, Keller--Miksis equation and a pressure relief valve model) are non-stiff and have low dimension. Thus, the performance of the codes are not limited by memory bandwidth, and Runge--Kutta type solvers are efficient and suitable choices. The tested program packages are MPGOS written in C++ and specialised only for GPUs; ODEINT implemented in C++, which supports execution on both CPUs and GPUs; finally, DifferentialEquations.jl written in Julia that also supports execution on both CPUs and GPUs. Using GPUs, the program package MPGOS is superior. For CPU computations, the ODEINT program package has the best performance.",FLOPS; Parallel computing; Computer science; Double-precision floating-point format; Ordinary differential equation; Computation; Single-precision floating-point format; CUDA; Memory bandwidth; Computational science; Supercomputer; Differential equation,True,preprint,True,False,False,doi,,{'lang': 'heuristic'},{'heuristic': 1},X012.R000 resolved | hits:OA | winner:- | filled:lang:HE | missing:-,PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A407,101007s007870150745x,"The Dysregulation Profile in middle childhood and adolescence across reporters: factor structure, measurement invariance, and links with self-harm and suicidal ideation",Marike H. F. Deutz; Sanne B. Geeraerts; Anneloes L. van Baar; Maja Deković; Peter Prinzie,Marike H. F. Deutz,2015.0,10.1007/s00787-015-0745-x,https://pubmed.ncbi.nlm.nih.gov/26226917,,,European Child &amp; Adolescent Psychiatry,25,4,431-442,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00787-015-0745-x,0.9,resolved,openalex,2026-08-16T22:33:45Z,X013,"Recently, a phenotype of severe dysregulation, the Dysregulation Profile (DP), has been identified. DP consists of elevated scores on the Anxious/Depressed (AD), Aggressive Behavior (AGG) and Attention Problems (AP) scales of the Child Behavior Checklist (CBCL), Teacher Report Form (TRF), or Youth Self Report (YSR). A drawback in current research is that DP has been conceptualized and operationalized in different manners and research on the factor structure of DP is lacking. Therefore, we examined the factor structure of DP across multiple reporters, measurement invariance across gender, parents, and time, as well as links between DP and self-harm and suicidal ideation. Data from a large community sample were used (N = 697), covering middle childhood (Mage = 7.90, (SD = 1.16) and adolescence (Mage = 13.93, SD = 1.14). Mothers, fathers, teachers, and youth themselves reported on children's emotional and behavioral problems using the CBCL, TRF, and YSR. Results indicated that in middle childhood and in adolescence, a bifactor model with a general factor of Dysregulation alongside three specific factors of AD, AGG, and AP fitted best, compared to a second-order or one-factor model. The model showed good fit for mother, father, teacher, and youth reports and showed invariance across gender, parents and time. Youth, mother, and father reported Dysregulation was uniquely and positively related to adolescent-reported self-harm and suicidal ideation. The DP is best conceptualized as a broad dysregulation syndrome, which exists over and above anxiety/depression, aggression, and attention problems as specific problems. The bifactor model of DP explains the uniqueness and interrelatedness of these behavioral problems and can help explaining shared and non-shared etiology factors. The exclusive link between the general dysregulation factor and adolescents' self-harm and suicidal ideation further established the clinical relevance of the bifactor model.",Psychology; CBCL; Child Behavior Checklist; Emotional dysregulation; Suicidal ideation; Measurement invariance; Aggression; Anxiety; Developmental psychology; Clinical psychology; Child and adolescent psychiatry; Poison control,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A409,101111jcpp12428,Executive function in children with externalizing and comorbid internalizing behavior problems,Steven Woltering; Victoria Lishak; Nick Hodgson; Isabela Granic; Philip David Zelazo,Steven Woltering,2015.0,10.1111/jcpp.12428,https://pubmed.ncbi.nlm.nih.gov/25981677,,,Journal of Child Psychology and Psychiatry,57,1,30-38,Wiley,en,https://doi.org/10.1111/jcpp.12428,0.9,resolved,openalex,2026-08-16T22:33:48Z,X013,"BACKGROUND: The goal of this study is to investigate differences in executive function (EF) in children with different levels of disruptive behavior problems (DBP). METHODS: Ninety-three children between 7 and 12 years old with DBP were compared to 63 normally developing peers on a battery of EF tasks that varied in the amount of required emotion regulation ('hot' EF). RESULTS: Differences in EF were found between DBP and comparison groups as indexed by hot EF tasks. Self-reported emotion scales, in conjunction with physiological recordings of heart rate, confirmed that emotions were elicited during hot EF. CONCLUSIONS: Results suggest that difficulties in hot EF underlie externalizing problem behaviors in middle childhood.",Psychology; Developmental psychology; Executive functions; Externalization; Clinical psychology; Cognition; Psychiatry; Social psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A411,101016jjaac201504012,The Child Behavior Checklist Dysregulation Profile in Preschool Children: A Broad Dysregulation Syndrome,Sanne B. Geeraerts; Marike H. F. Deutz; Maja Deković; Tessa Bunte; Kim Schoemaker; Kimberly Andrews Espy; Peter Prinzie; Anneloes L. van Baar; Walter Matthys,Sanne B. Geeraerts,2015.0,10.1016/j.jaac.2015.04.012,https://pubmed.ncbi.nlm.nih.gov/26088665,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,54,7,595-602.e2,Elsevier BV,en,https://doi.org/10.1016/j.jaac.2015.04.012,0.9,resolved,openalex,2026-08-16T22:33:48Z,X013,,CBCL; Child Behavior Checklist; Psychology; Clinical psychology; Developmental psychology; Confirmatory factor analysis; Affect (linguistics); Cognition; Neuropsychology; Conceptualization; Checklist; Structural equation modeling,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A415,1011552015873197,Neural Rhythms of Change: Long-Term Improvement after Successful Treatment in Children with Disruptive Behavior Problems,Steven Woltering; Victoria Liao; Zhong‐Xu Liu; Isabela Granic,Steven Woltering,2015.0,10.1155/2015/873197,https://pubmed.ncbi.nlm.nih.gov/26257962,,,Neural Plasticity,2015,,1-11,Wiley,en,https://doi.org/10.1155/2015/873197,0.9,resolved,openalex,2026-08-16T22:33:51Z,X013,"Neural changes were investigated for children with disruptive behavior problems one year after a treatment program ended. Thirty-nine children and their parents visited the research lab before, after, and a year after treatment ended. During those lab visits, electroencephalography (EEG) was recorded during a challenging Go/No-go task. Treatment consisted of intensive 14-week combined cognitive behavioral therapy and parent management training sessions. For the analysis, participants were divided into long-term improvers (IMPs) and long-term nonimprovers (NIMPs) based on changes in their externalizing problem scores. The results showed early no-go theta power (4-8 Hz, 100-250 ms) decreased for long-term IMPs compared to NIMPs. When participants were divided based on changes in their comorbid internalizing symptoms, effects were stronger and reductions in theta power were found for early as well as later phases (250-650 ms). We provided preliminary evidence that theta power is a useful neural measure to trace behavioral change linked to improved self-regulation even up to a year after treatment ended. Results may have implications for the characterization of children with disruptive behavior problems and may lead to the development of novel markers of treatment success.",Electroencephalography; Psychology; Rhythm; Cognition; Term (time); Clinical psychology; Developmental psychology; Audiology; Medicine; Psychiatry; Internal medicine; Physics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A425,101016javb201502004,Resting heart rate and antisocial behavior: An updated systematic review and meta-analysis,Jill Portnoy; David P. Farrington,Jill Portnoy,2015.0,10.1016/j.avb.2015.02.004,,,,Aggression and Violent Behavior,22,,33-45,Elsevier BV,en,https://doi.org/10.1016/j.avb.2015.02.004,0.9,resolved,openalex,2026-08-16T22:33:55Z,X013,,RESTING HEART RATE; Aggression; Meta-analysis; Psychopathy; Heart rate; Psychology; Poison control; Antisocial personality disorder; Injury prevention; Clinical psychology; Developmental psychology; Medicine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A433,101007s1086201594803,Dyadic Attunement and Physiological Synchrony During Mother-Child Interactions: An Exploratory Study in Children With and Without Externalizing Behavior Problems,Steven Woltering; Victoria Lishak; Brittney Elliott; Leonardo Ferraro; Isabela Granic,Steven Woltering,2015.0,10.1007/s10862-015-9480-3,,,,Journal of Psychopathology and Behavioral Assessment,37,4,624-633,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s10862-015-9480-3,0.9,resolved,openalex,2026-08-16T22:34:01Z,X013,"We investigated whether synchrony at a physiological level (i.e., real-time correspondence of biological indices between two individuals) related to observed levels of dyadic attunement (i.e., levels of connectedness, joint attention, and reciprocity), and whether these measures could distinguish between mother-child dyads with and without clinical levels of externalizing behavioral problems. Eighty-three clinical and 35 nonclinical dyads (7–12&nbsp;years-old) discussed a contentious topic preceded and followed by a positive topic while their heart rates were recorded. Changes in dyadic attunement from the last discussion relative to the first were taken as an index of how well dyads ‘repaired’ their relationship. Results showed that clinical dyads had lower levels of dyadic attunement across all discussions compared to nonclinical dyads. Evidence that physiological synchrony could distinguish clinical from nonclinical dyads, however, was merely suggestive. Physiological synchrony was sensitive to the emotional context of the discussions as more dyads demonstrated physiological synchrony in the last compared to the first discussion. Moreover, dyads who demonstrated physiological synchrony also showed higher levels of repair. The outcomes of this study suggest that physiological synchrony between mothers and their children is sensitive to emotional context during interactions, and particularly during periods of repair when dyads more actively reconnect with each other after a negative interaction.",Attunement; Psychology; Developmental psychology; Context (archaeology); Reciprocity (cultural anthropology); Strange situation; Social psychology; Attachment theory; Biology; Medicine; Alternative medicine; Pathology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A438,101016jjaac201605012,Internalizing/Externalizing Problems: Review and Recommendations for Clinical and Research Applications,Thomas M. Achenbach; Masha Y. Ivanova; Leslie Rescorla; Lori V. Turner; Robert R. Althoff,Thomas M. Achenbach,2016.0,10.1016/j.jaac.2016.05.012,https://pubmed.ncbi.nlm.nih.gov/27453078,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,55,8,647-656,Elsevier BV,en,https://doi.org/10.1016/j.jaac.2016.05.012,0.9,resolved,openalex,2026-08-16T22:34:06Z,X013,,Psychology; Socioeconomic status; Clinical psychology; Standardization; Ethnic group; Population; Developmental psychology; Applied psychology; Medicine; Environmental health; Anthropology; Political science,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",EXCLUSION_SUPPRESSED,,,,,"{""EC-38"": {""status"": ""SUPPRESSED"", ""decision"": ""meet"", ""confidence"": 0.85, ""threshold"": 0.6, ""field"": ""title"", ""quote"": ""Internalizing/Externalizing Problems: Review and Recommendations for Clinical and Research Applications"", ""quote_valid"": true, ""span"": [0, 45], ""used"": true}}","EXCLUSION_SUPPRESSED: the model returned an excluding verdict on EC-38 which passed the evidence gate. Flag-only is in force for this provider, so the record was NOT excluded and needs human review."
